date5,m_consumerd
2022-09-02,295.45188538533336
2022-09-06,294.02579975128174
2022-09-07,302.349097143929
2022-09-08,305.5754766284295
2022-09-09,310.0068101523058
2022-09-12,313.0616233213893
2022-09-13,299.00472720164174
2022-09-14,299.49216302835714
2022-09-15,298.592660867943
2022-09-16,297.98298806964226
2022-09-19,299.6922844041069
2022-09-20,297.5013116080806
2022-09-21,291.71212489649935
2022-09-22,285.3477514194992
2022-09-23,283.65979408767987
2022-09-26,280.3413553597792
2022-09-27,280.30038785034753
2022-09-28,289.897497680952
2022-09-29,283.3076357751522
2022-09-30,279.9288648839267
2022-10-03,286.4530824175421
2022-10-04,295.73214743272314
2022-10-05,294.9566952777359
2022-10-06,293.34660009168226
2022-10-07,287.7825712527869
2022-10-10,287.07760690293225
2022-10-11,286.76612325884264
2022-10-12,284.816702275906
2022-10-13,288.4690013111762
2022-10-14,282.34018597512875
2022-10-17,289.27883843655854
2022-10-18,293.85366599964647
2022-10-19,287.14812610734185
2022-10-20,284.71082100778256
2022-10-21,290.5501160891551
2022-10-24,293.6136617480584
2022-10-25,303.0684316383218
2022-10-26,298.5296737742874
2022-10-27,300.63920138017187
2022-10-28,307.2126901374673
2022-10-31,305.43926985758657
2022-11-01,305.7152977889439
2022-11-02,295.77382933418704
2022-11-03,295.2615684833167
2022-11-04,299.13496105625944
2022-11-07,299.1071260920111
2022-11-08,299.4025163290636
2022-11-09,295.5923331818491
2022-11-10,314.36905745740205
2022-11-11,316.28713427849533
2022-11-14,312.5668295194518
2022-11-15,317.1729748743885
2022-11-16,315.66480946090985
2022-11-17,310.5451160826773
2022-11-18,312.3669619470272
2022-11-21,311.36924439556196
2022-11-22,316.6921941649239
2022-11-23,318.57836296873273
2022-11-25,319.99788201530026
2022-11-28,317.6638430289502
2022-11-29,321.2284385573189
2022-11-30,328.8148527145386
2022-12-01,330.47425570577946
2022-12-02,329.8029659019326
2022-12-05,324.6980244978419
2022-12-06,319.309514333617
2022-12-07,319.9696363413109
2022-12-08,322.6824053278509
2022-12-09,319.9898821632817
2022-12-12,323.76734836146517
2022-12-13,322.2243100112339
2022-12-14,320.47167333566915
2022-12-15,318.64880221744755
2022-12-16,316.0512576912934
2022-12-19,311.30320156745194
2022-12-20,310.6922389696229
2022-12-21,314.94786755543834
2022-12-22,311.28979438205937
2022-12-23,312.81014166238174
2022-12-27,313.9110039585042
2022-12-28,309.806354162828
2022-12-29,314.7959940568456
2022-12-30,313.6374438123883
2023-01-03,312.4442547402292
2023-01-04,317.8433377787752
2023-01-05,316.9318687151063
2023-01-06,324.50309362951316
2023-01-09,323.8148762325071
2023-01-10,326.549095351741
2023-01-11,330.61576546363113
2023-01-12,330.71487617492676
2023-01-13,333.55647529746
2023-01-17,334.34147976929285
2023-01-18,331.7996019147477
2023-01-19,328.20614688801317
2023-01-20,333.41873127559444
2023-01-23,336.6602666962822
2023-01-24,337.5570572187316
2023-01-25,338.21209700602407
2023-01-26,342.6263401283408
2023-01-27,342.97694298006456
2023-01-30,340.89473871914845
2023-01-31,348.5692816500394
2023-02-01,353.8311117460143
2023-02-02,356.32581696420345
2023-02-03,351.2952143831073
2023-02-06,349.17936922469227
2023-02-07,350.4169863035094
2023-02-08,343.4655335624263
2023-02-09,345.2832693423865
2023-02-10,343.29304400030173
2023-02-13,350.3289745978589
2023-02-14,351.05655745740205
2023-02-15,354.61646526264695
2023-02-16,351.2940527358145
2023-02-17,350.5609396988491
2023-02-21,343.32294467710096
2023-02-22,343.7623010671364
2023-02-23,344.0163426669139
2023-02-24,341.28449502980936
2023-02-27,344.78972379216606
2023-02-28,343.07101649158403
2023-03-01,341.14037646887436
2023-03-02,344.8941082864437
2023-03-03,348.1649294439352
2023-03-06,347.9810755387792
2023-03-07,346.1857317978481
2023-03-08,347.12820843030823
2023-03-09,342.32186232872726
2023-03-10,339.21074726896467
2023-03-13,338.68931102752686
2023-03-14,342.8051402073986
2023-03-15,339.888075738583
2023-03-16,344.98062340718394
2023-03-17,342.47655267535515
2023-03-20,345.0427205247699
2023-03-21,348.2980267326787
2023-03-22,343.49580592029497
2023-03-23,340.61327615773905
2023-03-24,341.2056137840703
2023-03-27,342.6606964255279
2023-03-28,345.687150109489
2023-03-29,347.73922893236266
2023-03-30,349.3108089554985
2023-03-31,357.25357770020105
2023-04-03,359.17302858604575
2023-04-04,356.73709178420734
2023-04-05,353.96938921370594
2023-04-06,352.1047510830861
2023-04-10,353.7636994775736
2023-04-11,357.14061369985905
2023-04-12,355.9854008116812
2023-04-13,359.6959093561712
2023-04-14,362.0953309940842
2023-04-17,365.74632470112925
2023-04-18,370.0092544555664
2023-04-19,370.04280676931705
2023-04-20,370.7255438858608
2023-04-21,372.00000806124706
2023-04-24,373.06339267514784
2023-04-25,365.9046111016903
2023-04-26,366.49158880845556
2023-04-27,372.1534130168411
2023-04-28,375.8617137333132
2023-05-01,375.8178448407155
2023-05-02,377.2738110704242
2023-05-03,375.06928157806396
2023-05-04,370.15474837681035
2023-05-05,372.7775584526782
2023-05-08,374.6656740116623
2023-05-09,375.22696241342794
2023-05-10,374.842346101437
2023-05-11,374.6442079903944
2023-05-12,373.46797590435676
2023-05-15,374.82248721932467
2023-05-16,372.261108092542
2023-05-17,374.4007811636295
2023-05-18,378.5445141342451
2023-05-19,376.40985247773943
2023-05-22,370.5054155205781
2023-05-23,361.9525635557355
2023-05-24,360.2884464263916
2023-05-25,361.4632654010125
2023-05-26,360.49197637809897
2023-05-30,358.8034893251815
2023-05-31,353.48818557667283
2023-06-01,354.88175136638137
2023-06-02,361.8813697706978
2023-06-05,361.02960699909136
2023-06-06,364.7762815187562
2023-06-07,362.4061779526045
2023-06-08,364.5969229824138
2023-06-09,364.61684926950704
2023-06-12,368.49351792965297
2023-06-13,371.26512896339847
2023-06-14,369.91831658921154
2023-06-15,375.5446408109845
2023-06-16,375.10820601121435
2023-06-20,374.2025522196068
2023-06-21,375.7206808306136
2023-06-22,376.14226681331417
2023-06-23,375.5544246907504
2023-06-26,376.2887001217536
2023-06-27,383.5751679438465
2023-06-28,383.15369530443877
2023-06-29,383.7730408974414
2023-06-30,388.42982374947024
2023-07-03,387.3204006518958
2023-07-05,385.11758341879215
2023-07-06,379.4055651538777
2023-07-07,378.68178981205205
2023-07-10,386.9201925565612
2023-07-11,389.15723509158727
2023-07-12,394.1069650470086
2023-07-13,392.9605803039839
2023-07-14,394.7976047048029
2023-07-17,397.85758561908074
2023-07-18,400.16833258574866
2023-07-19,398.5389023726841
2023-07-20,390.4376555928644
2023-07-21,391.36995984923163
2023-07-24,391.28246429731263
2023-07-25,395.2551556353299
2023-07-26,396.3674274480568
2023-07-27,388.75395868409356
2023-07-28,392.43568285456246
2023-07-31,392.33400155913154
2023-08-01,391.0781230386698
2023-08-02,387.23725261328354
2023-08-03,385.2945268559006
2023-08-04,389.51566161749497
